,lemma,total,1SG,1SG,1PL,1PL,2SG,2SG,2PL,2PL,3SG,3SG,3PL,3PL,other,other
377,circumsto,2,0,0,0,0,0,0,0,0,1,0.5,0,0,1,0.5
378,circumsto1,2,0,0,0,0,0,0,0,0,0,0,1,0.5,1,0.5
385,claudo,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1
394,coarto,2,0,0,0,0,0,0,0,0,1,0.5,0,0,1,0.5
397,coeo,2,0,0,0,0,0,0,0,0,1,0.5,1,0.5,0,0
416,collabor,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1
420,colloco1,2,0,0,0,0,0,0,0,0,1,0.5,0,0,1,0.5
431,commendo1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0
442,communico1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1
449,compello1,2,0,0,0,0,0,0,0,0,1,0.5,0,0,1,0.5
452,compesco,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0
458,compleo,2,0,0,0,0,0,0,0,0,1,0.5,0,0,1,0.5
463,comprehendo1,2,1,0.5,0,0,0,0,0,0,0,0,0,0,1,0.5
464,comprimo,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0
466,comprobo,2,0,0,0,0,0,0,0,0,0,0,1,0.5,1,0.5
482,concito,2,0,0,0,0,0,0,0,0,0,0,1,0.5,1,0.5
489,concrepo1,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0
495,concurso,2,0,0,0,0,0,0,0,0,0,0,1,0.5,1,0.5
499,condio,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1
504,conduco1,2,0,0,0,0,0,0,0,0,1,0.5,0,0,1,0.5
512,confido,2,1,0.5,0,0,0,0,0,0,0,0,0,0,1,0.5
522,confligo,2,0,0,0,0,0,0,0,0,0,0,1,0.5,1,0.5
524,conflo,2,0,0,0,0,0,0,0,0,1,0.5,0,0,1,0.5
529,confodio1,2,0,0,0,0,0,0,0,0,1,0.5,0,0,1,0.5
533,confundo,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1
540,conjungo,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1
549,conmoror1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1
555,conpleo1,2,0,0,0,0,0,0,0,0,1,0.5,0,0,1,0.5
558,conprobo1,2,0,0,1,0.5,0,0,0,0,0,0,0,0,1,0.5
560,conqueror,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1
563,conrumpo1,2,0,0,0,0,0,0,0,0,1,0.5,1,0.5,0,0
572,consentio,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1
573,consentio1,2,0,0,0,0,0,0,0,0,0,0,1,0.5,1,0.5
574,consequor,2,0,0,0,0,0,0,0,0,0,0,1,0.5,1,0.5
580,consido,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0
585,consolor1,2,0,0,0,0,0,0,0,0,0,0,1,0.5,1,0.5
612,contendo,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0
614,contero1,2,0,0,0,0,0,0,0,0,1,0.5,0,0,1,0.5
615,conterreo,2,0,0,0,0,0,0,0,0,1,0.5,0,0,1,0.5
622,continuo2,2,0,0,0,0,0,0,0,0,1,0.5,0,0,1,0.5
627,contundo1,2,0,0,0,0,0,0,0,0,1,0.5,0,0,1,0.5
634,converto,2,0,0,0,0,0,0,0,0,1,0.5,0,0,1,0.5
641,cooperio1,2,0,0,0,0,0,0,0,0,1,0.5,0,0,1,0.5
645,corrigo,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0
652,corruo,2,0,0,0,0,0,0,0,0,0,0,2,1,0,0
661,criminor,2,0,0,0,0,0,0,0,0,1,0.5,1,0.5,0,0
669,cuncto1,2,0,0,0,0,0,0,1,0.5,1,0.5,0,0,0,0
674,curo,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0
681,damno1,2,1,0.5,0,0,0,0,0,0,0,0,0,0,1,0.5
689,decedo1,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0
697,decipio1,2,0,0,0,0,0,0,0,0,1,0.5,0,0,1,0.5
700,declaro1,2,0,0,0,0,0,0,0,0,0,0,2,1,0,0
703,decoro1,2,0,0,0,0,0,0,0,0,0,0,2,1,0,0
704,decresco1,2,0,0,0,0,0,0,0,0,0,0,1,0.5,1,0.5
707,dedico,2,0,0,0,0,0,0,0,0,1,0.5,0,0,1,0.5
725,defluo1,2,0,0,0,0,0,0,0,0,1,0.5,0,0,1,0.5
729,dego,2,0,0,0,0,0,0,0,0,0,0,1,0.5,1,0.5
732,deicio,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1
738,delego,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0
745,delinquo1,2,0,0,0,0,0,0,0,0,0,0,2,1,0,0
753,deminuo1,2,0,0,0,0,0,0,0,0,1,0.5,0,0,1,0.5
757,demonstro1,2,1,0.5,0,0,0,0,0,0,0,0,0,0,1,0.5
758,demorior,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1
761,depello1,2,0,0,0,0,0,0,0,0,1,0.5,0,0,1,0.5
773,deposco1,2,0,0,0,0,0,0,0,0,1,0.5,1,0.5,0,0
775,deprecor1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1
778,deprendo,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1
779,deprimo,2,0,0,0,0,0,0,0,0,1,0.5,0,0,1,0.5
780,deprimo1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1
788,descisco,2,0,0,0,0,0,0,0,0,0,0,1,0.5,1,0.5
793,desidero1,2,0,0,0,0,0,0,0,0,0,0,2,1,0,0
809,destituo1,2,0,0,0,0,0,0,0,0,0,0,1,0.5,1,0.5
810,destringo,2,0,0,0,0,0,0,0,0,0,0,1,0.5,1,0.5
815,detego,2,0,0,0,0,0,0,0,0,0,0,1,0.5,1,0.5
821,detineo1,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0
824,detrecto,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1
828,devoco,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0
832,dico1,2,1,0.5,0,0,0,0,0,0,0,0,1,0.5,0,0
836,differo,2,0,0,0,0,0,0,0,0,1,0.5,0,0,1,0.5
843,dilabor1,2,0,0,0,0,0,0,0,0,0,0,1,0.5,1,0.5
844,diligo,2,0,0,0,0,0,0,0,0,1,0.5,0,0,1,0.5
850,dirigo1,2,0,0,0,0,1,0.5,1,0.5,0,0,0,0,0,0
854,dis-sideo,2,0,0,0,0,0,0,0,0,0,0,2,1,0,0
865,discumbo,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0
868,discutio1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1
869,disjacio1,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0
878,disservio1,2,0,0,0,0,0,0,0,0,1,0.5,0,0,1,0.5
881,dissilio1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0
882,dissimulo,2,0,0,0,0,0,0,0,0,1,0.5,0,0,1,0.5
885,dissolvo1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1
892,distribuo,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0
895,divello1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1
910,dominor,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1
917,dormio1,2,1,0.5,0,0,0,0,0,0,0,0,0,0,1,0.5
924,duplico,2,1,0.5,0,0,0,0,0,0,1,0.5,0,0,0,0
925,duplico1,2,0,0,0,0,0,0,1,0.5,0,0,1,0.5,0,0
926,duro,2,0,0,0,0,0,0,0,0,0,0,1,0.5,1,0.5
927,duro1,2,1,0.5,0,0,0,0,0,0,0,0,0,0,1,0.5
928,ebibo,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1
929,ebullio1,2,1,0.5,0,0,0,0,0,0,1,0.5,0,0,0,0
936,educo2,2,0,0,0,0,0,0,0,0,1,0.5,0,0,1,0.5
945,effodio,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1
946,effor,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1
947,effreno,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1
951,effundo,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0
959,elabor,2,0,0,0,0,0,0,0,0,1,0.5,0,0,1,0.5
975,emico1,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0
977,emitto,2,0,0,0,0,0,0,0,0,1,0.5,0,0,1,0.5
979,emo,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1
981,emorior,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1
990,enumero1,2,0,0,0,0,0,0,0,0,0,0,1,0.5,1,0.5
1003,eructo1,2,0,0,0,0,0,0,0,0,1,0.5,1,0.5,0,0
1012,evangelizo1,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0
1014,evello,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0
1019,everto1,2,1,0.5,0,0,0,0,0,0,0,0,0,0,1,0.5
1023,evolo1,2,0,0,0,0,0,0,0,0,1,0.5,1,0.5,0,0
1024,evomo1,2,0,0,0,0,0,0,0,0,1,0.5,0,0,1,0.5
1027,exaequo1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1
1032,exardeo1,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0
1034,exauctoro,2,0,0,0,0,0,0,0,0,1,0.5,0,0,1,0.5
1036,excandesco1,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0
1038,excedo,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0
1039,excedo1,2,0,0,0,0,0,0,0,0,1,0.5,1,0.5,0,0
1044,excio1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1
1051,excludo,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1
1053,excogito,2,0,0,0,0,0,0,0,0,1,0.5,0,0,1,0.5
1054,excolo1,2,0,0,0,0,0,0,0,0,1,0.5,0,0,1,0.5
1057,excutio1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1
1058,exeo,2,0,0,0,0,1,0.5,0,0,0,0,0,0,1,0.5
1064,exhaurio1,2,0,0,0,0,0,0,0,0,1,0.5,0,0,1,0.5
1075,exolesco,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1
1081,exorno,2,0,0,0,0,0,0,0,0,1,0.5,0,0,1,0.5
1084,exoro1,2,0,0,0,0,0,0,0,0,0,0,1,0.5,1,0.5
1095,expello1,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0
1096,expergiscor1,2,0,0,0,0,0,0,2,1,0,0,0,0,0,0
1104,expleo1,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0
1108,exploro1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1
1109,expono,2,1,0.5,0,0,0,0,0,0,0,0,0,0,1,0.5
1112,exprimo1,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0
1118,exquiro1,2,0,0,0,0,0,0,0,0,0,0,1,0.5,1,0.5
1121,exsibilo,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0
1122,exsisto,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0
1123,exsisto1,2,0,0,0,0,0,0,0,0,1,0.5,0,0,1,0.5
1126,exspecto,2,1,0.5,0,0,0,0,0,0,0,0,0,0,1,0.5
1138,exsulto,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1
1148,extraho,2,0,0,0,0,0,0,0,0,0,0,1,0.5,1,0.5
1156,exuo1,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0
1167,fastidio,2,0,0,0,0,1,0.5,0,0,1,0.5,0,0,0,0
1179,ferrumino1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1
1182,festino,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1
1190,finio,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1
1194,firmo1,2,1,0.5,0,0,0,0,0,0,1,0.5,0,0,0,0
1198,flagro1,2,0,0,0,0,0,0,0,0,1,0.5,0,0,1,0.5
1212,formo1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1
1215,fortuno,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1
1221,fremo1,2,0,0,0,0,0,0,0,0,0,0,1,0.5,1,0.5
1228,fruniscor1,2,0,0,0,0,1,0.5,0,0,0,0,0,0,1,0.5
1236,fulcio1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1
1238,fulgeo1,2,0,0,0,0,0,0,0,0,1,0.5,1,0.5,0,0
1240,fundo2,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0
1243,furo1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1
1248,gemo1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1
1252,gesticulor1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1
1261,gravo,2,0,0,0,0,0,0,0,0,0,0,1,0.5,1,0.5
1264,gypso1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1
1269,haereo,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0
1273,haurio1,2,0,0,0,0,0,0,0,0,1,0.5,0,0,1,0.5
1274,hebesco1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1
1277,honesto1,2,0,0,0,0,0,0,0,0,0,0,1,0.5,1,0.5
1280,horreo,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1
1292,illicio1,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0
1293,illido,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0
1294,illustro,2,0,0,0,0,0,0,0,0,0,0,1,0.5,1,0.5
1301,immineo1,2,0,0,0,0,0,0,0,0,0,0,2,1,0,0
1302,imminuo,2,0,0,0,0,0,0,0,0,0,0,1,0.5,1,0.5
1306,immitto,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1
1315,impendo,2,1,0.5,0,0,1,0.5,0,0,0,0,0,0,0,0
1319,impertio,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1
1321,impetro1,2,0,0,0,0,1,0.5,0,0,0,0,0,0,1,0.5
1322,impingo,2,0,0,0,0,1,0.5,0,0,1,0.5,0,0,0,0
1333,imprimo1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1
1343,inbuo,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1
1344,incedo,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0
1346,incendo,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1
1357,includo1,2,0,0,0,0,0,0,0,0,1,0.5,0,0,1,0.5
1363,increpo,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1
1365,incubo1,2,0,0,0,0,0,0,0,0,1,0.5,1,0.5,0,0
1367,incumbo,2,1,0.5,0,0,0,0,0,0,1,0.5,0,0,0,0
1377,indignor1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1
1378,indo,2,0,0,0,0,0,0,0,0,1,0.5,0,0,1,0.5
1382,indulgeo,2,0,0,0,0,0,0,0,0,1,0.5,0,0,1,0.5
1394,inflo,2,0,0,0,0,0,0,0,0,1,0.5,0,0,1,0.5
1409,ingredior1,2,1,0.5,0,0,0,0,0,0,1,0.5,0,0,0,0
1411,inhibeo,2,0,0,0,0,0,0,0,0,1,0.5,1,0.5,0,0
1415,inicio1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1
1428,innubo1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1
1433,inpendeo1,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0
1436,inploro1,2,0,0,0,0,2,1,0,0,0,0,0,0,0,0
1442,inquino,2,0,0,0,0,0,0,0,0,0,0,1,0.5,1,0.5
1443,inquino1,2,0,0,0,0,0,0,0,0,0,0,1,0.5,1,0.5
1444,inquiro,2,0,0,0,0,0,0,0,0,1,0.5,0,0,1,0.5
1448,insanio1,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0
1450,inscribo1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1
1454,insero2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1
1461,inspiro1,2,0,0,0,0,0,0,0,0,1,0.5,0,0,1,0.5
1467,instruo,2,0,0,0,0,0,0,0,0,1,0.5,0,0,1,0.5
1472,insum,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0
1484,interdico,2,0,0,0,0,0,0,0,0,1,0.5,0,0,1,0.5
1494,interpono,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1
1495,interpono1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1
1502,intervenio,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0
1504,intexo1,2,0,0,0,0,0,0,0,0,0,0,1,0.5,1,0.5
1505,intolero1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1
1508,intremo1,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0
1533,invito,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1
1536,involo1,2,0,0,0,0,1,0.5,0,0,1,0.5,0,0,0,0
1545,irrito1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1
1568,juvo,2,1,0.5,0,0,0,0,0,0,1,0.5,0,0,0,0
1584,lambo,2,0,0,0,0,1,0.5,0,0,1,0.5,0,0,0,0
1587,langueo1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1
1592,lasso1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1
1595,latro1,2,1,0.5,0,0,0,0,0,0,0,0,0,0,1,0.5
1601,laxo,2,0,0,0,0,1,0.5,0,0,1,0.5,0,0,0,0
1618,linquo1,2,0,0,0,0,0,0,0,0,0,0,1,0.5,1,0.5
1619,liqueo1,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0
1624,loco1,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0
1630,ludo,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1
1633,luo2,2,0,0,0,0,0,0,0,0,1,0.5,0,0,1,0.5
1640,maereo,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1
1661,meditor,2,0,0,0,0,1,0.5,0,0,0,0,0,0,1,0.5
1672,mereo1,2,1,0.5,0,0,0,0,0,0,0,0,1,0.5,0,0
1673,mereor,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1
1682,mico1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1
1685,ministro1,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0
1702,miseror1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1
1705,moderor,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1
1715,monstro1,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0
1723,mugio1,2,0,0,0,0,0,0,0,0,1,0.5,0,0,1,0.5
1724,mulceo1,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0
1747,neco,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0
1756,nequeo,2,0,0,0,0,0,0,0,0,0,0,2,1,0,0
1758,nescio,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0
1774,notesco,2,0,0,0,0,0,0,0,0,1,0.5,0,0,1,0.5
1777,novo1,2,0,0,0,0,0,0,0,0,1,0.5,0,0,1,0.5
1799,obligo1,2,0,0,0,0,0,0,0,0,0,0,1,0.5,1,0.5
1807,obruo,2,0,0,0,0,0,0,0,0,1,0.5,0,0,1,0.5
1808,obruo1,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0
1813,observo1,2,1,0.5,0,0,0,0,0,0,0,0,0,0,1,0.5
1822,obstrepo1,2,0,0,0,0,0,0,0,0,1,0.5,0,0,1,0.5
1826,obtestor1,2,0,0,1,0.5,0,0,0,0,0,0,0,0,1,0.5
1829,obtingo,2,0,0,0,0,0,0,0,0,1,0.5,1,0.5,0,0
1839,occumbo,2,0,0,0,0,0,0,0,0,1,0.5,0,0,1,0.5
1852,oleo1,2,0,0,0,0,0,0,0,0,0,0,1,0.5,1,0.5
1855,onero,2,0,0,0,0,0,0,0,0,0,0,1,0.5,1,0.5
1865,opperior1,2,1,0.5,0,0,0,0,0,0,0,0,0,0,1,0.5
1870,oppugno1,2,0,0,0,0,0,0,0,0,0,0,1,0.5,1,0.5
1880,oro,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1
1888,ovo,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1
1894,paeniteo1,2,0,0,0,0,0,0,0,0,1,0.5,0,0,1,0.5
1919,pateo,2,0,0,0,0,0,0,0,0,1,0.5,0,0,1,0.5
1925,paveo1,2,0,0,0,0,0,0,0,0,1,0.5,0,0,1,0.5
1930,pello,2,0,0,0,0,0,0,0,0,0,0,1,0.5,1,0.5
1931,pello1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1
1954,perduco,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1
1970,perhibeo1,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0
1988,perpetior,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1
1993,persequor,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1
1996,persevero1,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0
1997,persolvo,2,1,0.5,0,0,0,0,0,0,1,0.5,0,0,0,0
2000,perspicio,2,0,0,0,0,0,0,0,0,1,0.5,0,0,1,0.5
2004,perterreo,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1
2013,perturbo1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1
2043,polluo,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1
2044,polluo1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1
2048,populor,2,0,0,0,0,0,0,0,0,0,0,1,0.5,1,0.5
2054,posco,2,0,0,0,0,0,0,0,0,1,0.5,0,0,1,0.5
2077,praecido1,2,1,0.5,0,0,0,0,0,0,0,0,0,0,1,0.5
2081,praecludo,2,0,0,0,0,0,0,0,0,1,0.5,0,0,1,0.5
2084,praecurro1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1
2087,praefero,2,1,0.5,0,0,1,0.5,0,0,0,0,0,0,0,0
2098,praeparo1,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0
2100,praepono1,2,1,0.5,0,0,0,0,0,0,0,0,1,0.5,0,0
2106,praesideo1,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0
2117,praetermitto1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0
2118,praetexo,2,0,0,0,0,0,0,0,0,0,0,1,0.5,1,0.5
2143,procurro1,2,0,0,0,0,0,0,0,0,1,0.5,1,0.5,0,0
2144,prodeo,2,0,0,0,0,0,0,0,0,1,0.5,0,0,1,0.5
2145,prodeo1,2,0,0,0,0,0,0,0,0,1,0.5,0,0,1,0.5
2148,prodo1,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0
2165,progredior,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1
2168,proicio,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0
2171,projacio1,2,0,0,0,0,0,0,0,0,1,0.5,1,0.5,0,0
2172,prolabor,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1
2201,prospicio,2,0,0,0,0,0,0,0,0,1,0.5,0,0,1,0.5
2204,prosum,2,0,0,0,0,0,0,0,0,1,0.5,0,0,1,0.5
2221,pugno,2,0,0,0,0,0,0,0,0,0,0,1,0.5,1,0.5
2224,pungo1,2,0,0,0,0,0,0,0,0,0,0,2,1,0,0
2227,purgo1,2,0,0,0,0,1,0.5,0,0,1,0.5,0,0,0,0
2231,quadro1,2,0,0,0,0,0,0,0,0,1,0.5,0,0,1,0.5
2238,queo1,2,0,0,0,0,0,0,0,0,1,0.5,1,0.5,0,0
2247,rebello,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1
2249,recedo1,2,0,0,0,0,0,0,0,0,1,0.5,0,0,1,0.5
2261,recognosco1,2,0,0,0,0,2,1,0,0,0,0,0,0,0,0
2272,recuso1,2,0,0,0,0,0,0,0,0,1,0.5,0,0,1,0.5
2294,refringo1,2,0,0,0,0,0,0,0,0,1,0.5,0,0,1,0.5
2296,refugio1,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0
2299,regno,2,0,0,0,0,0,0,0,0,0,0,1,0.5,1,0.5
2304,reicio,2,0,0,0,0,0,0,0,0,1,0.5,0,0,1,0.5
2308,relaxo1,2,0,0,0,0,0,0,0,0,0,0,1,0.5,1,0.5
2311,relevo1,2,0,0,0,0,0,0,0,0,0,0,1,0.5,1,0.5
2322,removeo,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1
2324,remugio1,2,0,0,0,0,1,0.5,0,0,1,0.5,0,0,0,0
2328,reparo1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1
2329,repello,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1
2338,repleo1,2,0,0,0,0,0,0,0,0,1,0.5,0,0,1,0.5
2339,repono,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0
2345,reprehendo1,2,0,0,0,0,1,0.5,0,0,1,0.5,0,0,0,0
2348,repudio,2,0,0,0,0,0,0,0,0,1,0.5,0,0,1,0.5
2356,requiro1,2,0,0,0,0,0,0,0,0,1,0.5,0,0,1,0.5
2368,resono1,2,0,0,0,0,0,0,0,0,0,0,2,1,0,0
2376,restituo1,2,0,0,0,0,0,0,1,0.5,0,0,0,0,1,0.5
2395,rideo,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0
2400,rogito1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1
2403,roro1,2,0,0,0,0,0,0,0,0,0,0,1,0.5,1,0.5
2408,ruo,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0
2411,sacro1,2,1,0.5,0,0,0,0,0,0,1,0.5,0,0,0,0
2413,saevio1,2,0,0,0,0,0,0,0,0,1,0.5,0,0,1,0.5
2428,satio1,2,0,0,0,0,0,0,0,0,1,0.5,0,0,1,0.5
2434,scelero1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1
2436,scindo1,2,0,0,0,0,0,0,0,0,1,0.5,0,0,1,0.5
2445,scrutor1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1
2453,sector2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1
2468,sepelio1,2,0,0,0,0,0,0,0,0,0,0,1,0.5,1,0.5
2488,sino,2,0,0,0,0,0,0,0,0,1,0.5,1,0.5,0,0
2497,sollicito,2,0,0,0,0,0,0,0,0,0,0,1,0.5,1,0.5
2508,spatior,2,0,0,0,0,2,1,0,0,0,0,0,0,0,0
2515,spero,2,0,0,0,0,0,0,0,0,1,0.5,0,0,1,0.5
2517,spiro1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1
2518,splendeo1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1
2527,statuo,2,0,0,0,0,0,0,0,0,1,0.5,0,0,1,0.5
2549,subdo1,2,0,0,0,0,0,0,0,0,1,0.5,0,0,1,0.5
2551,subduco1,2,0,0,0,0,0,0,0,0,1,0.5,0,0,1,0.5
2556,subicio1,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0
2561,submoveo1,2,0,0,0,0,0,0,0,0,1,0.5,0,0,1,0.5
2567,subscribo,2,0,0,0,0,0,0,0,0,1,0.5,0,0,1,0.5
2568,subsequor,2,0,0,0,0,0,0,0,0,1,0.5,0,0,1,0.5
2571,subsido1,2,0,0,0,0,0,0,0,0,0,0,1,0.5,1,0.5
2577,subverto1,2,0,0,0,0,0,0,0,0,1,0.5,0,0,1,0.5
2586,succurro1,2,0,0,0,0,0,0,0,0,0,0,1,0.5,1,0.5
2604,supero,2,0,0,0,0,0,0,0,0,1,0.5,0,0,1,0.5
2607,supersum,2,0,0,0,0,0,0,0,0,1,0.5,1,0.5,0,0
2616,supprimo,2,0,0,0,0,0,0,0,0,0,0,1,0.5,1,0.5
